project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
utkarsh1507/ICP_AI_Agent,https://github.com/utkarsh1507/ICP_AI_Agent,2,3,1,6,"The README provides a minimal file tree and a “Getting Started” section that outlines the basic commands needed to clone the repository, start the DFX server, build and deploy the canister, pull the Internet Identity canister, and run the frontend. This satisfies the requirement for local‑development setup instructions, albeit with some formatting oddities (e.g., stray “Copy Edit” labels) and no explanation of prerequisites (Node, Rust, DFX versions, etc.).","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week a new authenticated user flow was added: a User page and route (`/user`) were introduced, the landing page now redirects authenticated users, a “Start Now” login button was added to the Features section, and the auth hook was hardened with proper context checks. UI cleanup was performed by simplifying the header navigation, trimming the footer component and styles, and adjusting button styling across the landing page. Additionally, the workspace was expanded to include the Langchain_Tools package and DFINITY SDK dependencies were added to the root package.json.; Week of 2025-09-15: This week we delivered several minor updates and bug fixes across the codebase, enhancing stability and performance. Existing features were refined for smoother operation, resulting in a more reliable user experience. No major new features were added, but the cumulative improvements increase overall system robustness.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
iconworldwide/rwa-icp,https://github.com/iconworldwide/rwa-icp,4,0,0,4,"The README provides a clear project overview, lists the main features, and specifies the technology stack. It includes solid setup instructions for local development (prerequisites, installation, dev server start, and how to access the site). The project structure is outlined, which helps new developers navigate the codebase. A contribution section is present, though it is very brief and lacks detailed guidelines (e.g., coding standards, branch strategy, testing requirements, or how to run linting/build checks). There is no integration guide because the project appears to be a standalone web app, which is acceptable. Overall the documentation is well‑formatted, free of grammatical errors, and easy to read, but could be improved by expanding the contribution guidelines and adding any post‑setup steps (e.g., environment variables, building for production). Hence it merits a “Good” rating of 4.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
lavu-create/Clario,https://github.com/lavu-create/Clario,3,1,0,4,"The README provides a decent high‑level overview of the project (feature list, team roles, future roadmap) and includes a useful Git workflow snippet. The project structure diagram helps readers understand the layout of the codebase. However, critical elements are missing for a developer to get the project up and running: there are no explicit setup instructions (e.g., required Node versions, `npm install`, how to start the backend and frontend, environment variables, database seeding, etc.). There is no integration guide for consuming the APIs or embedding the UI, nor are there detailed contribution guidelines beyond the basic checkout/branch/commit commands. Grammar and formatting are generally fine, but the lack of actionable setup and contribution details prevents the documentation from being rated higher. Consequently, it falls into the “basic documentation present but missing some important elements” category.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: Minor updates and fixes were applied across the codebase, refining existing functionality and addressing bugs. These improvements enhance stability and performance without introducing new features. Overall, the changes result in a smoother, more reliable user experience.; Week of 2025-09-22: A complete Node.js backend was introduced, adding configuration, server entry point, authentication and error‑handling middleware, utility for token generation, and full CRUD controllers, models, and routes for notes, tickets, and users. Supporting files such as a package manifest, lockfile, and license were also added. This expands the project from a static front‑end to a full client‑server application, enabling persistent data handling and user management.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
P4-Games/ChatterPay-ICP-Backend,https://github.com/P4-Games/ChatterPay-ICP-Backend,3,1,1,5,"The README provides solid **setup instructions** for local development, including required tools, cloning the repo, installing DFX, starting a local network, and deploying canisters. It also offers a **general project description** through growth metrics, validation statements, an architecture diagram, and a brief overview of the various canisters.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week we added scroll support and owner‑controlled contract‑management capabilities to the EVM service, while expanding the service and repository documentation with a cover image and refined details. We also resolved type‑related errors and applied minor updates and fixes throughout the codebase. Together, these changes enhance functionality, security controls, and the overall developer experience.; Week of 2025-09-22: This week we deployed the core canisters to production, updated documentation with growth metrics and new canister details, and performed minor housekeeping such as typo fixes and configuration tweaks. We also migrated major frontend functionality—including external API, NFT handling, and user/auth endpoints—to the backend service layer, fixing a compilation error in the analytics canister and removing unused imports. These changes centralize key features, improve maintainability and integration, and provide a more stable production environment.",dfx.json file found - indicates ICP/Dfinity project structure
AfriTokeni/afritokeni-mvp,https://github.com/AfriTokeni/afritokeni-mvp,3,3,0,6,"The README provides a solid high‑level overview of the project, including a clear description, feature list, demo link, and an outline of the technical architecture. However, it lacks essential practical information for developers: there are no setup or installation instructions for running the project locally, no guidance on how to integrate or use the APIs, and no contribution guidelines (e.g., how to submit issues or pull requests). While the structure and formatting are clean and the language is generally clear, the missing developer‑oriented sections prevent it from being a fully usable reference, placing it in the “Fair” range.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: New user‑facing features were added, including email subscription on the landing page, a currency selector, a complete deposit flow with agent selection and Bitcoin deposit/exchange support, and comprehensive Bitcoin capabilities such as a wallet UI, SMS commands, dynamic location‑based fee calculation, and a dedicated tariff page, all backed by Juno authentication integrated with user profiles. Existing interfaces were refined—CTA buttons restyled, logo made clickable, the `getNearbyAgents` API now accepts location parameters and its UI reflects nearby agents, balance display moved to a new BalanceService, and dashboard text and the `UserBalance` interface were reorganized. A broad set of refactors removed dead code, consolidated transaction/agent types, normalized data structures, updated documentation, and applied a neutral monochrome visual redesign, resulting in cleaner code, improved data consistency, and a more cohesive user experience.; Week of 2025-09-08: Implemented a full agent liquidity management system with multi‑currency funding (bank transfer, mobile money, cash), commission settlement, a refreshed dashboard featuring smart liquidity indicators and automated transaction processing, plus a dark‑theme redesign of the landing page and profile UI with email support. Added newsletter subscription via Resend, expanded profile settings (currency, location, editing) and integrated Bitcoin deposits, switching the default currency from NGN to UGX across the deposit and exchange pages. Enhanced role‑based authentication, corrected satellite‑ID environment handling, and updated Juno satellite configurations, delivering more reliable regional settings and a smoother, more functional user experience.; Week of 2025-09-15: This week we delivered a full‑featured agent discovery UI at /users/agents with toggleable List/Map views (react‑leaflet), searchable/filterable agents, custom animated markers, detailed popups and a datastore‑backed loading fallback, while also refactoring the deposit workflow into a modular, state‑managed process with dedicated amount‑entry, confirmation, agent‑selection components and a new AgentDepositProcessor. We added a comprehensive deposit‑request system (typed interfaces, CRUD and processing), expanded notification capabilities with an email/SMS API endpoint and welcome‑email for new users, introduced duplicate‑entry checks, SMS alerts, a ProgressIndicator component, and upgraded authentication (localStorage sync, realistic profiles, logging) alongside TypeScript typings, improved Juno/AfricasTalking configuration, and a new agent liquidity‑management module. Backend reliability and deployment were bolstered with Docker, Railway configuration, environment‑variable fixes and documentation updates, resulting in a more robust, type‑safe, production‑ready fintech platform with a smoother user experience and easier maintenance.; Week of 2025-09-22: This week we delivered a full Bitcoin‑deposit workflow (including map/list agent selection, exchange‑rate display, QR‑code generation, and an exportable index) and added an interactive agent‑map feature with upgraded icons, detailed statistics, and support for diverse location selection when creating agents, while also showing business names alongside commission rates. We also cleaned up UI and state‑management code (withdraw page, agent icons, loading states), refined authentication handling, moved cash‑balance configuration to an environment variable, fixed map‑view data services, corrected commission‑rate/fee calculations for zero values, and refactored verification‑code handling for multiple deposit requests along with assorted styling and performance tweaks. Together, these updates boost reliability, performance, configurability, and user feedback across the agent and Bitcoin‑deposit experiences.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
crtzn/know_fi,https://github.com/crtzn/know_fi,3,2,1,6,"The README provides a solid high‑level overview of the project—its purpose, architecture, key technologies, and feature set are clearly described and well‑structured with headings and icons. However, it lacks essential practical documentation: there are no instructions for setting up the development environment locally (e.g., cloning the repo, installing dependencies, building the Motoko canisters, running the Next.js frontend), no integration guide for consumers of the platform, and no contribution guidelines (how to submit issues, pull requests, code style, testing, etc.). Grammar and formatting are generally acceptable, though there are a few typographical errors and an abrupt cutoff at the end of the “Web3 Integration” section. Because the README covers the project description but misses several critical elements, it falls into the “Fair” category.","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: The week’s work centered on making the login page fully responsive: padding, font sizes, image dimensions, and decorative elements were adjusted with Tailwind break‑points to scale smoothly across devices. Only the existing `src/know_fi_frontend/src/app/(auth)/login/page.tsx` file was modified—no new files were added or removed. These changes improve the UI’s adaptability and overall user experience on different screen sizes.; Week of 2025-09-15: Implemented a new “KnowCreates” feature in the frontend, adding a dedicated dashboard page and a series of UI components (step1‑4, creators page, modal, background image) to guide users through contribution steps. All related files—including page.tsx, component files, and assets—were added without modifying existing code. This expands the application with a full contribution workflow interface.; Week of 2025-09-22: Minor updates and fixes",dfx.json file found - indicates ICP/Dfinity project structure
Edge1Options/DawnPickCFD,https://github.com/Edge1Options/DawnPickCFD,4,0,1,5,"The README provides a solid project overview and thorough local‑development setup instructions (prerequisites, cloning, dependency installation, environment configuration, DFX network start, deployment, and running the dev server). It also includes clear deployment steps for both local and mainnet environments and outlines the technology stack and project structure, which aids understanding. However, it lacks explicit integration guidance (e.g., how to connect external services or wallets beyond a brief mention) and does not contain contribution guidelines (such as coding standards, pull‑request process, or issue reporting). The formatting and grammar are generally good, making the document easy to follow. Adding a short integration section and contribution instructions would elevate it to an “Excellent” rating.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
zatchone/blocktrace-app,https://github.com/zatchone/blocktrace-app,3,1,1,5,"The README provides a solid high‑level overview of the project—its purpose, market problem, solution features, and a brief architectural diagram. The table of contents suggests that sections such as “Quick Start,” “ICP Features Used,” and “Demo Walkthrough” exist, which could contain setup or integration details. However, the excerpt you provided does **not** actually include any concrete setup instructions for local development (e.g., cloning the repo, installing dependencies, building/running the canisters, or starting the frontend). There is also no contribution guide, code of conduct, or instructions on how external developers can submit pull requests or report issues. Integration guidance (e.g., how to call the backend API from another app) is absent. Overall the documentation is well‑structured and clearly written, but the critical practical sections needed for developers to get started and contribute are missing, placing it at a “Fair” level.","1 - commits for only one week. Weekly development summary: Week of 2025-09-08: This week we introduced advanced ICP capabilities—including HTTP outcalls for real‑time supplier verification, automated ESG timers, t‑ECDSA cross‑chain verification, and an ESG‑integrated PDF passport export with certificate download—while also launching professional‑grade pages (About, Features, Pricing, Demo, Roadmap) with updated branding, comprehensive WCHL25 documentation, and architecture diagrams. We refined core functionality by fixing NFT ID handling, enhancing backend error handling, caching, and UI/UX consistency, and applied a series of minor updates and bug fixes. Together, these changes make the platform market‑ready, improve reliability, and support revenue‑generation and acquisition strategies.; Week of 2025-09-15: The week focused on finalizing mainnet deployment: the README was updated with live URLs, canister IDs, deployment status, revenue projections, and technical challenge summaries, and two architecture diagrams (System Architecture.png, USER_FLOW.png) plus a canister_ids.json file were added. In the backend, the ECDSA key reference was switched from a test key to the production “key_1”, preparing the canister for live operation. These changes move the project from hackathon prototype to a production‑ready, publicly accessible deployment.",dfx.json file found - indicates ICP/Dfinity project structure
Infinity-Task-Protocol/Infinity-task-protocol,https://github.com/Infinity-Task-Protocol/Infinity-task-protocol,2,1,1,4,"The README provides a clear high‑level overview of the project—its purpose, the problem it solves, a step‑by‑step description of the workflow, and links to a live backend and frontend with screenshots. However, it lacks essential developer‑oriented information. There are no setup or installation instructions for running the code locally (e.g., required tools, repository cloning, canister deployment steps, environment variables, or testing procedures). No contribution guidelines are present, so external developers have no guidance on how to submit issues, pull requests, or adhere to coding standards. Integration instructions are limited to a user‑level flow; there is no API reference, SDK usage guide, or details on how other projects could embed or interact with the protocol. Overall, while the document is reasonably well‑structured and free of major grammatical errors, the missing sections constitute significant gaps, resulting in a low score.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: Implemented a delivery acceptance modal that shows the delivery‑in‑progress state, and added functionality to pull and display notifications. These updates improve user interaction by providing clearer delivery status feedback and timely alerts.",dfx.json file found - indicates ICP/Dfinity project structure
HACKTHEMM/SaleSpeak,https://github.com/HACKTHEMM/SaleSpeak,4,0,0,4,"The README provides a solid project overview, clear prerequisites, and detailed step‑by‑step setup instructions for both the backend and frontend, including environment variable configuration and how to run the application in different modes. It also documents the main API endpoints and shows how to use the batch inference script, which covers most of the essential developer needs.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
orgs/coown-box,https://github.com/orgs/coown-box/,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Web3-Iligan/LikAI,https://github.com/Web3-Iligan/LikAI,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
MentalverseICP/MentalVerse,https://github.com/MentalverseICP/MentalVerse,3,3,1,7,"The README provides a solid general description of the project, its purpose, and high‑level feature set, and it outlines recent regional‑round upgrades in a clear, well‑structured manner. However, it lacks concrete **setup instructions** for local development (e.g., cloning the repo, installing dependencies, configuring environment variables, running the server or front‑end). There is no **integration guide** showing how external developers can consume the API or interact with the smart contracts, nor are there **contribution guidelines** (code style, pull‑request process, issue reporting, etc.). While the “Enhanced Documentation Suite” section mentions that such guides exist, the README itself does not include or link to them, leaving readers without actionable steps. Grammar and formatting are generally good, but the missing practical sections prevent the documentation from being fully usable, resulting in a fair (3‑point) rating.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Implemented routing fixes to resolve existing issues and partially built the onboarding flow along with a doctors page, adding initial UI and functionality. These changes improve navigation reliability and introduce core user onboarding and medical professional interfaces.; Week of 2025-09-08: This week we launched the first version of the landing page, upgraded the calendar component, and applied UI refinements such as removing the logo link and boosting responsiveness while fixing smart‑contract syntax errors. We completed the therapist UI and pages, added doctor and patient dashboards, refreshed onboarding data, and introduced a Rust‑based secure messaging service with cryptographic safeguards. Together, these updates improve the user experience across all roles and strengthen the platform’s security and reliability.; Week of 2025-09-15: This week we hardened security by migrating the auth layer to smart contracts, adding HIPAA/GDPR‑compliant encrypted PHI storage, tightening token‑canister access, and improving token status handling, health‑checks, and inter‑canister communication while refactoring the backend into four modular components with auto‑generated type declarations. The frontend was rebuilt and deployed directly to canisters, refreshed with a new landing page and updated images, and fortified with increased signup rate‑limiting and cleaned‑up imports and .gitignore entries. Finally, the user registration flow was fully stabilized—fixing response handling, phone‑number formatting, and integration with the backend’s initializeUser method—resulting in more reliable onboarding and overall system maintainability.; Week of 2025-09-22: Implemented a new JavaScript/HTML admin frontend that interacts with canisters and added full staking support for the MVT token, including a main‑net build and an updated BackendService API where `getUserStake` can return null. Fixed claim and stake functionality on mainnet, refreshed and rebuilt the UI, ran the necessary DFX build steps, and integrated a generated .did file, while applying minor front‑end tweaks and authentication contract adjustments. These changes deliver a polished interface, reliable staking operations, and tighter backend‑frontend alignment.",dfx.json file found - indicates ICP/Dfinity project structure
OHMS-DeAI/ohms-2.0,https://github.com/OHMS-DeAI/ohms-2.0/,2,1,1,4,"The provided excerpt consists mainly of Mermaid diagrams and a brief list of class definitions, which give a visual overview of the project's architecture but lack substantive textual documentation. There are no clear setup instructions for local development, no comprehensive project description, no integration guide, and no contribution guidelines. While the diagrams are helpful for visual learners, the README as presented is missing the essential sections needed for users and contributors to understand, install, and work with the project. Consequently, the documentation is limited and has significant gaps.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week the OHMS ecosystem was expanded with a new Agent canister that introduces comprehensive types, methods for agent creation, instruction analysis, and task management, along with a shared‑type package and unified service interfaces, while legacy services (InferenceService, InstructionAnalyzer, MemoryService) were removed and the communication layer refactored for clearer async calls and better error handling. The OHMS 2.0 monorepo was also bootstrapped with scripts, configuration files, and deployment tooling to streamline development and deployment. Minor updates and fixes were applied throughout.",dfx.json file found - indicates ICP/Dfinity project structure
gov-mind/ic_govmind,https://github.com/gov-mind/ic_govmind/,2,2,1,5,"The excerpt provides a detailed roadmap, phases, deliverables, success criteria, and a brief “Key Technologies” table, which helps convey the project’s vision and technical stack. However, it lacks essential documentation elements such as:","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: This week introduced a new committee component for governance and a comprehensive token suite—including creation, core transfer, and a dedicated token‑transfer API—plus added support for Ethereum‑based tokens. The increment_nonce bug and a minor stability issue were also resolved, enhancing overall reliability. Together, these changes broaden system capabilities for token lifecycle management and improve operational stability.; Week of 2025-09-15: This week we launched several major features: a debate‑simulation with multi‑persona support and a standalone Proposal Copilot three‑step flow, full committee functionality (backend API, UI suggestions, dashboard tab, and multi‑type assignment) integrated into DAO creation, and a comprehensive DAO management dashboard with Overview, Members, Proposals, Distribution, Treasury, Governance and Canister tabs plus live data hooks and multi‑chain wallet balance views. Support for additional chains was expanded with EthLocal, EthSepolia, and Chain Fusion front‑end integration, while backend reliability was improved through exponential‑backoff API retry logic, enhanced Ethereum transaction logging, and canister logs for observability. Various refactors (DAO hook, wallet module, factory canister defaults) and numerous bug‑fixes and script updates streamlined deployment and testing, delivering a more robust, responsive, and feature‑rich DAO platform.",dfx.json file found - indicates ICP/Dfinity project structure
