project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
OHMS-DeAI/ohms-2.0,https://github.com/OHMS-DeAI/ohms-2.0/,2,1,1,4,"The README fragment provides visually appealing mermaid diagrams that highlight the project's key innovations (Instruction‑to‑Agent workflow, NOVAQ compression, and on‑chain architecture). However, it lacks essential documentation elements:","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week the team added the OHMS Agent canister with comprehensive type definitions and methods for agent configuration, inference, and task management, introduced a shared‑types package that unifies interfaces across Model Repository, Agent, Coordinator, and Economics services, and initialized the OHMS 2.0 monorepo with build, deployment, and setup scripts while refactoring the communication layer and removing obsolete modules (InferenceService, InstructionAnalyzer, MemoryService). They also merged the core OHMS components—website, UI, model, econ, and coordinator—into the main codebase, consolidating subsystems for upcoming releases. Minor updates and fixes were applied throughout to improve stability and consistency.",dfx.json file found - indicates ICP/Dfinity project structure
gov-mind/ic_govmind,https://github.com/gov-mind/ic_govmind/,2,2,1,5,"The provided excerpt is a detailed roadmap and technology overview, which gives a good sense of the project’s vision and high‑level architecture. However, it lacks most of the core elements expected in comprehensive README documentation:","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week introduced a governance committee module, added full token management—including creation, Ethereum‑compatible token handling, and a new transfer API endpoint—and refined nonce handling with a fix to increment_nonce. Existing token and governance components were further integrated and stabilized across the codebase. Together, these updates expand core token operations, enable Ethereum token support, and improve overall system reliability.; Week of 2025-09-15: This week we launched a full debate‑simulation flow and added comprehensive committee support—including creation, assignment, suggestion UI, and related backend structures—while also delivering a new multi‑tab DAO dashboard (Overview, Members, Proposals, Distribution, Treasury, Governance, Canister) with live data, interactive charts, and multi‑chain wallet balances (ICP, BTC, ETH, USDT). Backend improvements introduced exponential‑backoff retry logic, expanded chain handling (EthLocal, EthSepolia, nonce utilities), a local ICP ledger, ICRC token transfers, configurable factory canister defaults, and streamlined deployment scripts for local environments. Together these changes dramatically enhance proposal workflows, governance visibility, and cross‑chain operations for both developers and users.",dfx.json file found - indicates ICP/Dfinity project structure
Blessan-Alex/ICP-CDN,https://github.com/Blessan-Alex/ICP-CDN,2,0,1,3,"The README provides a solid high‑level description of the project (overview, architecture diagram, technology stack) and includes helpful demo video links, which is a strength. However, the sections that would normally contain the detailed setup instructions, integration guide, and contribution guidelines are missing from the excerpt (they are listed in the Table of Contents but not present in the content shown). Consequently, a developer cannot follow the steps needed for local development, learn how to integrate the dCDN into another application, or understand how to contribute to the codebase. The existing content is well‑structured and formatted, but the critical practical documentation is absent, leading to a low overall rating. If the missing sections are present elsewhere in the full README, the score could be higher, but based on the provided material the documentation is incomplete.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
verichain-protocol/verichain,https://github.com/verichain-protocol/verichain,0,2,1,3,No documentation assessment provided.,"2 - Commits every other week. Weekly development summary: Week of 2025-09-15: Added a new registration page (with route /​Register) plus supporting assets, a LocalStorage manager, quota hook, and UI components for user status and testing. Integrated smart‑login logic in the Navbar and Jumbotron that uses Internet Identity and the Logic canister to auto‑redirect users based on registration status, and enhanced the Sidebar to display upload‑quota information with new SVG graphics. Refactored the auth provider and services to persist principals, create canister actors with proper HttpAgent configuration, and added debugging utilities, improving authentication reliability and developer visibility.; Week of 2025-09-22: Implemented a full registration and smart‑login flow by adding a Register page, routing, and new auth logic that checks Internet Identity and user registration before navigating to the dashboard. Integrated a quota display in the sidebar using a new useQuota hook and added supporting assets (Gantungan.svg, Tali.svg) along with debugging utilities for localStorage and principal handling. Updated the auth provider and logic service to persist principals, create canister actors with proper identity, and expose debugging functions, enhancing both the UI experience and backend connectivity.",dfx.json file found - indicates ICP/Dfinity project structure
Zeegaths/Lipainvoice,https://github.com/Zeegaths/Lipainvoice,2,3,1,6,"The README provides a general project description, outlining many features, authentication details, admin capabilities, and a high‑level frontend structure. However, it lacks essential elements needed for developers to get started or contribute effectively. There are no setup instructions for local development (e.g., prerequisites, installation steps, build/run commands), no integration guide for using the app’s APIs or services, and no contribution guidelines (e.g., code style, pull‑request process). The document is also incomplete—sections are cut off (e.g., “Landing Page A”) and there is no clear organization into sections like Installation, Usage, or Contributing. While the overview is fairly detailed, the missing core documentation makes it difficult for newcomers to understand how to set up, run, or extend the project. Consequently, the documentation is limited with significant gaps.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we introduced ICRC‑21 consent message types and a service method for processing consent requests, integrated NFID IdentityKit to replace Internet Identity, and refactored authentication and actor/query hooks to use the new `useAuth` context, while also updating invoice‑related hooks with user authentication, enhanced error handling, and toast‑based feedback. We cleaned up the app architecture by removing unused pages, consolidating type definitions, streamlining navigation, and updating DFINITY dependencies to v2.4.1. Together, these changes boost security, improve the user experience, and enhance code maintainability across the frontend and backend.; Week of 2025-09-08: Added an invoicing generation feature. Refactored the Dashboard and Invoice Creation components to improve data handling, filtering, validation, and user feedback, and updated the Sidebar and App components for smoother navigation. These changes enhance invoice management and overall user experience.; Week of 2025-09-15: This week we added a Client Payment Portal with a new `getPublicInvoice` endpoint that returns a copy‑link (replacing PDF download), integrated Bitcoin‑to‑USD conversion, new billing‑type options, and updated navigation, while refactoring invoice handling, UI components, and hooks to use a unified `useAgent` abstraction and the `@icp-sdk/core` library. We also migrated cryptographic operations to the `k256` ECDSA library, cleaned up canister interfaces and Cargo dependencies, and switched the Vite proxy to port 8080, removing unused Rust crates. Together these changes boost stability, security, and user experience, delivering a more cohesive design and laying groundwork for Bitcoin payment integration.; Week of 2025-09-22: The Dashboard component was refactored and the codebase reformatted for clearer, more consistent readability. Invoice handling was enhanced with updated status and filtering logic, plus UI styling improvements for displaying invoice data. Error handling and loading states were also upgraded to provide a smoother user experience.",dfx.json file found - indicates ICP/Dfinity project structure
Shreyanshy53/ICP_SCHOLAR_DECENTRALIZED_EDUCTAION_PLATFORM,https://github.com/Shreyanshy53/ICP_SCHOLAR_DECENTRALIZED_EDUCTAION_PLATFORM.git,3,0,1,4,"The README provides a solid project description, outlines features, and lists the technology stack clearly. It includes basic local‑development setup steps (prerequisites, cloning, starting the ICP replica, and deploying canisters). However, the installation instructions are incomplete (the “Generate canist…” line is cut off) and there are no detailed steps for building or running the React frontend, configuring environment variables, or running tests. Additionally, the document lacks contribution guidelines, an integration guide, and any information on how external projects might interact with the platform. While the structure and grammar are good, the missing sections and incomplete setup reduce its overall usefulness, placing it at a “fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
nidioganteng/MedicalChainID,https://github.com/nidioganteng/MedicalChainID,3,0,1,4,"The README provides a solid high‑level overview of the project, its value proposition, core features, and a brief technical architecture for both the frontend (React + TailwindCSS) and backend (Motoko smart contract). The project description and feature list are clear and well‑structured, and the formatting is generally good.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
JohnBenJB/Cafe,https://github.com/JohnBenJB/Cafe/tree/mvp,3,0,1,4,"The README provides a clear, well‑structured overview of the project’s purpose, features, and the technologies it uses, which satisfies the “general project description” requirement. It also includes a brief “Join the Table” section with a git clone command, giving a minimal entry point for newcomers.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
AIO-2030/alaya-network,https://github.com/AIO-2030/alaya-network,2,2,1,5,"The README provides a high‑level project description, a table of contents, demo canister URLs, and a detailed “What’s New” changelog, which are useful. However, it lacks concrete sections that are essential for comprehensive documentation:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Added the `bincode` crate to the Rust backend (updated `Cargo.lock`) and refreshed the submodule references for both `aio-base-backend` and `alaya-chat-nexus-frontend`. These changes support the integration of the device‑info manager with the backend. Overall, the update mainly introduces a new serialization dependency and aligns submodule versions.; Week of 2025-09-08: Added a new Bluetooth‑first device initialization system that extends the onboarding flow to six steps, introducing activation‑code handling via Tencent Cloud and an updated `deviceInitManager` sequence (including an ACTIVATION stage). The README was expanded with detailed architecture diagrams and documentation for this feature, while the frontend subproject reference was updated to the latest commit. These changes enhance IoT device onboarding, improve error handling and blockchain integration, and provide clearer guidance for developers.; Week of 2025-09-15: Implemented full project‑architecture independence by separating aio‑base‑frontend and alaya‑chat‑nexus‑frontend, adding dedicated AIO protocol executor and type files (`AIOProtocolExecutor.ts`, `AIOProtocolTypes.ts`) plus independent build scripts (`build‑aio‑base‑frontend.sh`, `build‑alaya‑chat‑nexus.sh`, `build‑all‑projects.sh`). Updated documentation (README and new PROJECT_ARCHITECTURE_INDEPENDENCE.md) to reflect the new modular structure and added ALAYA network protocol integration details. The changes eliminate cross‑project dependencies, allowing each frontend to be compiled, deployed, and maintained separately while preserving all device communication functionality.",dfx.json file found - indicates ICP/Dfinity project structure
AYU2027/Icp-health-Exchange,https://github.com/AYU2027/Icp-health-Exchange,3,0,1,4,"The README provides solid local‑development setup instructions: it lists helpful resources, shows how to start the replica, deploy canisters, generate Candid interfaces, and run the frontend server, along with a note on environment‑variable handling. However, it lacks a general project description that explains what “Health Vault” or “Icp‑health‑Exchange” does, any integration or usage guide beyond local testing, and there are no contribution guidelines, code of conduct, or instructions for external developers to interact with the project. The structure is clear and the formatting is reasonable, but the missing high‑level context and contribution information keep it at a “fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Chymezy/deCentra,https://github.com/Chymezy/deCentra.git,2,0,1,3,"The README provides a useful tech‑stack table, a clear project‑tree diagram, and a feature list, which give a high‑level view of the codebase. However, it lacks essential documentation elements:",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
RafaelCostaSolutions/icp-onboarding-hub-br,https://github.com/RafaelCostaSolutions/icp-onboarding-hub-br,4,2,1,7,"The README provides a solid project overview (problem, objective, impact) and clear local‑development setup steps, including DFX installation, repository cloning, starting the replica, deploying, and accessing the site. It also outlines the project’s file structure, deliverables, roadmap, and licensing, which helps readers understand the scope and future plans.","2 - Commits every other week. Weekly development summary: Week of 2025-09-15: A file‑upload capability was added and new regional assets—including updated JavaScript (ScriptEtapaRegionalAtualizado.js), CSS, and renamed documentation, tutorial, playground, resource, and home pages—were introduced to support the upcoming regional rollout. The regional step module and related UI components were refreshed with revised styling and updated tutorial/playground content, and the project was cleaned up by removing unused icons and scripts. Together, these changes enhance functionality, visual consistency, and user guidance while standardizing naming conventions for easier regional customization.; Week of 2025-09-22: This week we refreshed the regional tutorial, resources, and playground pages and updated the regional Home, Documentation, and Community pages, revising their HTML, CSS, and JavaScript to improve layout, styling, and client‑side interactivity. The changes bring a more consistent and polished UI across all regional sections, enhancing overall user experience. Minor updates and bug fixes were also applied.",dfx.json file found - indicates ICP/Dfinity project structure
khailesh-kumar-sa/skill-it-prototype,https://github.com/khailesh-kumar-sa/skill-it-prototype,0,1,0,1,No documentation assessment provided.,1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: Minor updates and fixes.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
newcoder789/HealthChain,https://github.com/newcoder789/HealthChain,3,2,1,6,"The README provides clear **setup instructions for local development**, including DFX commands to start the replica, deploy canisters, generate Candid interfaces, and run the frontend server. It also includes helpful notes on environment variables for production deployments. However, the document lacks a substantive **general project description**—it only repeats the project name without explaining its purpose, architecture, or key features. There are no **integration or usage guides** that show how to interact with the canisters beyond the basic local URLs, nor are there any **contribution guidelines** (e.g., how to submit pull requests, code style, testing procedures). Overall, the structure and formatting are clean and the language is grammatical, but the missing contextual and collaborative information keeps the documentation at a **fair** level rather than good or excellent.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week the backend was overhauled: new Candid types (MedicalRecord, AccessPermission, PatientProfile, AuditLog) and service methods (create_folder, revoke_access, updated result signatures) were added, and the canister code was migrated to stable‑structures with updated ic‑cdk dependencies. The frontend was expanded from a single greeting page to a full multi‑page React app using React‑Router, Tailwind CSS, and Internet Identity authentication, with new components, dashboards, and UI pages for patients, doctors, and researchers. Together these changes introduce role‑based access control, folder management, and a polished UI, turning the project from a minimal prototype into a functional hospital‑chain application.; Week of 2025-09-22: Doctor features were updated, core functionality was built, and the project folder structure was finalized.",dfx.json file found - indicates ICP/Dfinity project structure
cultureic/ckPayment,https://github.com/cultureic/ckPayment,3,3,1,7,"The README provides solid setup instructions for local development, including prerequisites, cloning, dependency installation, starting the IC replica, and deploying canisters. It also offers a clear integration example with HTML/JS code, which is valuable for developers looking to embed the payment component. However, the document lacks a concise, overarching project description that explains the purpose, architecture, and primary use‑cases of the library beyond the feature bullet points. There are no contribution guidelines, code of conduct, or instructions for running tests or building from source, which are important for open‑source collaboration. Minor formatting and grammatical issues (e.g., an incomplete `</script>` tag) also detract from polish. Overall, the README covers the essential setup and integration steps but misses several key elements expected in comprehensive documentation, placing it at a “Fair” rating.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we standardized the `transferToken` response format, added comprehensive error handling and a direct ICRC transfer path via the wallet provider, and migrated deployment to a factory‑managed canister that supports the full multi‑chain token set. We also enhanced the payment flow to correctly handle both ICRC and SPL tokens, rebuilt the SDK with an optimized bundle and updated configurations, and completed analysis/documentation to differentiate token flows and plan Solana RPC integration. These changes eliminate transfer errors and “Product token not supported” issues, greatly improving the reliability and multi‑chain capabilities of the platform.; Week of 2025-09-08: Implemented multi‑chain token support across the frontend and backend: the TokenSelector component now displays both ICP and Solana tokens with chain‑filter UI, improved logo caching, timeout handling, and new CSS styling, while a new `useSolanaCanister` hook and Solana utilities enable balance queries for SOL and SPL tokens. The user‑payment canister was extended with Solana‑related types, storage, and service functions, and its ID was updated to a working factory‑managed canister; the provider hook now fetches and merges ICP and SPL token lists with extensive debugging logs. These changes collectively add Solana integration, enhance token selection UX, and improve reliability of canister interactions.; Week of 2025-09-15: This week we delivered core cross‑chain functionality by adding full EVM integration—including wallet creation, address lookup, gas‑price queries, balance and transaction validation via a new HTTP JSON‑RPC layer—and extending the Candid interface with comprehensive EVM and Solana type definitions and token‑listing support. We bundled these capabilities into a stable, multi‑chain SDK (cdkPay.js) that now supports Ethereum, BSC, Polygon, and Solana, with updated storage maps, deployment scripts, testing infrastructure, NPM artifacts, and extensive documentation and UI refinements. Performance and reliability were also boosted through caching, bundle optimizations, enhanced error handling, security hardening, and UI improvements, resulting in faster load times, more efficient token operations, and a more robust developer experience.; Week of 2025-09-22: This week we delivered a full Stripe‑inspired payment integration, exported EVM types from the SDK index, and cleaned up EVM environment files for a tidier repository. We finalized the EVM integration, updated the frontend entry point, added a rate‑limited real‑time gas‑price updater, released v2.0.0‑multichain, and introduced a new EVM SDK build configuration with supporting scripts and a comprehensive multi‑chain deployment checklist. Together, these changes make the platform EVM‑ready, enhance payment capabilities, and streamline multi‑chain SDK usage and deployment.",dfx.json file found - indicates ICP/Dfinity project structure
badrinarayan-samantaray/supply_chain,https://github.com/badrinarayan-samantaray/supply_chain,3,1,1,5,"The README provides solid **setup instructions** for local development, including how to start the replica, deploy canisters, generate Candid interfaces, and run the frontend server. It also offers useful links to broader documentation and notes on environment variables for production deployments.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: This week a new **Products** page was added (replacing the old Products‑by‑Owner view), with updated routing, navigation links, and a revamped UI that includes a grid layout and improved form styling. The Add‑Product form now includes a comprehensive hard‑coded supplier list and enhanced local‑ID handling that syncs new products to the backend, while the Suppliers component was simplified and given a background wrapper. Overall, the changes modernize the frontend navigation, expand supplier data entry, and polish the user interface.",dfx.json file found - indicates ICP/Dfinity project structure
NEXBIT-X/CLAIM,https://github.com/NEXBIT-X/CLAIM,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
prometheus-protocol/prometheus-protocol,https://github.com/prometheus-protocol/prometheus-protocol,2,3,1,6,"The README provides a solid high‑level overview (project summary, problem statement, solution overview, and a detailed table of contents), which satisfies the “general project description” criterion. However, the excerpt cuts off before any of the substantive sections such as **Project Setup**, **Testing**, **Deploying to ICP Mainnet**, or **Contribution Guidelines** are actually shown. Consequently, there are no visible step‑by‑step instructions for local development, integration details, or how to contribute to the codebase. The formatting and grammar of the visible portion are good, but the lack of concrete setup and contribution information represents a significant gap, leading to a low rating. If the missing sections exist in the full README, the score could be higher, but based on the provided content the documentation is incomplete.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we added a new ICRC token to serve as the underlying asset for pre‑MCPT workflows and completed the usage‑tracking feature (including the 9‑2 tracker and the 9‑4 “finish tracker”), with additional unit tests boosting coverage. We also tightened security by locking bounty claims until attestation and updating the audit system so audits now require a claimed bounty to be attested, while removing unused authentication credentials and regenerating the lockfile. Documentation links were added to the App Store UI, minor test adjustments were made, and the updated production canister was deployed, improving user guidance and overall reliability.; Week of 2025-09-08: This week we added a full bounty and audit workflow with an Audit Hub, integrated both the dynamic 9‑8 leaderboard and a static leaderboard for MCP canisters, and migrated financial handling from the premcpt token to USDC while updating avatars to pixel‑art graphics. We also enhanced the certification page with sponsor buttons, refactored the app‑store submission flow, cleaned up test files, fixed UI build errors, regenerated lockfiles, and replaced the premcpt‑based incentive model with a usage‑statistics‑driven system, deploying the updated canister to production. Together, these updates boost competitive features, improve financial robustness and visual consistency, and increase overall platform stability.; Week of 2025-09-15: Implemented a searchable interface, server‑statistics reporting, and a WASM controller assignment feature while enforcing a 1 MiB limit on WebAssembly chunks, and added OAuth end‑to‑end tests, automatic app and canister deployments post‑verification, and API‑key management with allowance controls in the app‑store UI. UI consistency and code reliability were improved by standardizing icons, cleaning up type definitions, removing debug comments, fixing Zod form type‑checking, and updating tests and build declarations. These changes collectively boost user experience, stability, security, and deployment efficiency, moving the platform closer to production readiness.; Week of 2025-09-22: This week we added a public‑access view for anonymous users, introduced owner‑management capabilities (including the ability to set a custom registry canister ID), and refined the UI by adding extra margin and updating the strip label to display “public”. Documentation was enriched with a demo link and additional resources, and a series of minor updates and fixes were applied. Together these changes improve visibility, configurability, and overall user experience while ensuring UI consistency.",dfx.json file found - indicates ICP/Dfinity project structure
AncientSclupture/Ownership-Chain,https://github.com/AncientSclupture/Ownership-Chain,2,2,1,5,"The README provides a decent high‑level description of the problem, the proposed solution, and a fairly detailed feature list with references to backend functions and UI routes. However, it lacks essential documentation elements required for a usable project README:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Implemented new modal workflows—including a plagiarism‑report modal, document‑hashing and signing safeguards—and integrated backend services to secure document processing. Delivered an asset‑creation feature with full backend workflow and UI support, added public/private key generation for identity management, and fixed target‑ID validation and modal‑close issues. Updated existing components such as the text uploader and digital verification flow, broadening asset handling capabilities, strengthening validation, and enhancing overall system reliability and security.; Week of 2025-09-08: This week we added core onboarding and security features—including new user registration with a self‑information section, an active index page for guests, protected pages with a logout flow, and a new courting‑asset process that records duration data in notifications and provides backend asset endpoints. We also upgraded the UI/UX by delivering reusable map and chart components, a completed marketplace UI, error‑page handling, updated navigation/redirect logic, and a debug simulation script while refactoring the frontend for more efficient data flow. Backend capabilities were expanded with a report API, asset and proposal services, enhanced validation, and a broader business‑logic layer refactor, collectively improving data handling, debugging, and overall application robustness.; Week of 2025-09-15: Implemented new reporting capabilities—including create‑asset and solve reports—with a create‑reporting flow in the UI and integrated voting/approval proposal functionality, while fixing RWA handling to prevent frontend errors when no backend file is present. Added logic that disables asset‑status changes while an asset is pending or inactive, completed the core “create asset” feature, and introduced multi‑user actor support in the backend service, also reverting the environment to development mode. Together, these updates expand the platform’s reporting suite, improve asset management and proposal interactions, and strengthen backend user handling.",dfx.json file found - indicates ICP/Dfinity project structure
akilesh464/icp-FinSence,https://github.com/akilesh464/icp-FinSence.git,2,1,1,4,"The README provides a high‑level overview of the project’s purpose (core features, tech stack, potential impact) but lacks essential documentation elements. There are **no setup instructions** for local development, no guidance on how to integrate the system into other projects, and no contribution or contribution‑process guidelines. While the feature list and technology summary give a basic project description, the overall clarity and structure are limited, and there are no sections on installation, configuration, testing, or community involvement. Consequently, the documentation is limited and has significant gaps, warranting a score of 2.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we delivered a series of minor updates and fixes across the codebase, addressing bugs and improving stability. While no major new features were introduced, existing functionality was refined for better performance and reliability. Overall, the changes enhance the user experience and maintainability of the project.",dfx.json file found - indicates ICP/Dfinity project structure
f0i/identify,https://github.com/f0i/identify,3,0,1,4,"The README provides a clear high‑level description of the project and outlines two integration paths (managed and self‑deployed), which is helpful for users wanting to adopt Identify. It also lists testing commands and gives a brief contribution note. However, it lacks concrete local‑development setup instructions (e.g., how to clone the repo, install dependencies, run a local canister, configure environment variables, or use a development network). The integration steps are somewhat high‑level and could benefit from more detailed commands or code snippets. Contribution guidelines are minimal, merely asking contributors to contact the author before PRs, without specifying code style, testing expectations, or a pull‑request workflow. Grammar and phrasing have a few errors (“Follow this steps”, “top‑level private domain”), and the formatting could be tightened (consistent heading levels, bullet style). Overall the documentation covers the basics but misses several key elements needed for a smooth developer onboarding experience, placing it at a “Fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
RiverrFinance/clearing_house,https://github.com/RiverrFinance/clearing_house,1,2,1,4,"The README consists of only the line `use.did` and a single heading “### *For Exmaple see Scripts/functions*”. It provides no project description, no setup or installation instructions, no guidance on how to integrate or use the code, and no contribution guidelines. The content is too sparse to assess any of the required documentation elements, and the typo in “Exmaple” further reflects a lack of polish. Consequently, the documentation is minimal and falls into the “Very Poor” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week we streamlined the create‑market API (removing the asset‑pricing argument and now returning the market index) and completed core trading operations—including remove liquidity, open/close positions, deposit/withdrawal—and admin role management, while also adding a new “Add Liquidity” feature. All changes received final approval and are production‑ready, boosting platform functionality, liquidity provision, and operational control.; Week of 2025-09-22: Implemented a ckBTC minter canister interface (src/asset_management/ckbtc_minter_interface.rs) that enables native Bitcoin withdrawals via a retrieve_btc_with_approval flow after icrc2_approve. Reorganized the asset‑management module by moving asset_management.rs into a new folder, adding a mod.rs, and updating all import paths. Added local network configuration to dfx.json.",dfx.json file found - indicates ICP/Dfinity project structure
fradiumofficial/fradium,https://github.com/fradiumofficial/fradium,2,3,1,6,"The README provides a high‑level overview of the Fradium product (wallet, extension, analytics engine, community reporting, and token system) and includes a table of demo screenshots, which is helpful for visual context. However, it lacks essential documentation elements required for a solid README:","3 - Commits every week. Weekly development summary: Week of 2025-09-01: New core financial functionality was added, including a balance‑fetching feature, a receive modal, an animated wallet page with transition effects, and a consolidated canister that now supports Ethereum, Solana, Bitcoin and the Fradium token index. The UI received extensive upgrades – a purple button component, first‑row card layouts, new landing‑page sections, and migration of the footer, landing page and other components to Tailwind CSS, alongside refactored navigation and button code for cleaner, more maintainable styling. Additionally, the Mythril component was removed to streamline the codebase, delivering a more modern, performant, and cross‑chain capable frontend and backend.; Week of 2025-09-08: This week we added full multi‑chain support—including ICP, Fradium, Solana, and ETH—by introducing dedicated send/receive pages, per‑coin balance fetching, transaction‑ and scan‑history screens, and a comprehensive on‑chain ICP analysis with an AI‑driven address analyzer. The UI received a major refresh with glassmorphism styling, new icons, animated dashboard cards, improved modals, updated routing, and an overhauled authentication flow that adds logout and wallet‑creation with balance display. Extensive bug fixes, Vercel/React‑Router configuration updates, and code modularization round out the work, delivering richer token management, deeper analytics, a smoother user experience, and greater overall stability.; Week of 2025-09-15: This week the team added extensive cross‑chain capabilities, including full ckBTC integration, ckETH support, and multi‑coin sending for ICP, Fradium and FUM, alongside more reliable transaction‑history and balance‑fetching workflows with retry logic. Reporting was expanded with creation, list and submit features, and the UI received numerous enhancements such as home animations, a dynamic network dropdown, QR‑code support, zero‑balance hiding, and a refined Fradium agent interface. Backend stability and developer experience were boosted through comprehensive unit tests, Pocket‑IC local canister simulation, module refactoring, automated zip packaging, CI/CD workflow reorganization, and updated documentation and deployment configuration.; Week of 2025-09-22: This week we delivered a responsive redesign of the product wallet and overhauled the mobile‑card layout, extending responsive updates to the report view, assistant interface, and assistant page. We also fixed a bug that prevented image reports from being generated and refreshed the placeholder video asset. These changes improve UI responsiveness, enhance usability across devices, and resolve a critical reporting issue.",dfx.json file found - indicates ICP/Dfinity project structure
Kevin5621/origin-stamp-icp,https://github.com/Kevin5621/origin-stamp-icp,3,2,1,6,"The README provides a solid high‑level project description, outlining the problem, the solution, and the core workflow of OriginStamp. It explains the three pillars of trust, the verification experience, and why the Internet Computer is chosen, which gives readers a clear conceptual understanding of the project.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week we introduced extensive new functionality—including full NFT collection handling with minting, a comprehensive subscription system, robust session and profile management, and a feature‑rich dashboard (metric cards, collapsible sidebar, marketplace with minting and DFINITY integration) that supports multiple authentication methods. We also refined existing UI across landing, sessions, and profile pages with a dark‑mode default, shadcn/ui components, drag‑and‑drop image upload, loading spinners, toast positioning, responsive layout improvements, tighter security (removing hard‑coded credentials), and added theming, metadata, and code‑quality tooling. Together, these changes dramatically improve user experience, visual consistency, and backend capabilities, positioning the app for scalable, secure, and modern front‑end development.; Week of 2025-09-08: This week we delivered several new user‑facing features, including a full location‑search UI with OpenStreetMap geocoding, complete Google OAuth integration, AI‑powered verification components for NFT and session pages, and new services for handling physical‑art sessions and avatar generation. We also refined existing functionality—enhancing profile editing endpoints and UI, adding skeleton loaders and caching for sessions and subscriptions, redesigning headers and empty‑state layouts, and overhauling the CI/CD pipeline and deployment scripts for both frontend and Rust backend. Collectively, these updates improve code modularity, type safety, performance, and developer workflow while providing a smoother, more responsive experience and stronger authenticity checks for users.; Week of 2025-09-15: We launched a full‑featured NFT marketplace page, adding backend endpoints and responsive UI components—including featured collections, a trending‑creators section with profile photos, a banner, and an NFT detail modal—plus a service layer for marketplace data and Dicebear API integration. We also introduced an AuthRedirect component with middleware updates to streamline user redirection and loading states on the Home page, and cleaned up backend connection handling and development scripts. Together, these enhancements improve authentication flow, navigation, discoverability, and deliver a searchable, styled marketplace with richer user interaction and tighter data integration.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
WeGoWinPrikitiw/pico,https://github.com/WeGoWinPrikitiw/pico,3,0,1,4,"The README provides a decent high‑level overview of the project, listing its AI‑driven features, token standards, smart contracts, and a brief architecture description with a diagram. It also enumerates core functionalities and community aspects, which gives readers a good sense of what the system does.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
3wHub/voted-apps,https://github.com/3wHub/voted-apps,2,0,1,3,"The README provides a good high‑level overview of the project—its purpose, the problems it addresses, and a list of core features. However, it lacks essential practical documentation. There are no setup or installation instructions for running the application locally, no guide on how to integrate the smart contracts or frontend into another project, and no contribution guidelines (the “Contribute” link is present but no actual instructions are shown). The document also ends abruptly (“Advanced Search &”), indicating incomplete content. While the description and formatting are clear and well‑styled, the missing setup, integration, and contribution sections are significant gaps, resulting in a poor overall documentation rating.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
hunters-code/plantify,https://github.com/hunters-code/plantify,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
ndrewantonio/encoteki-whcl-2025,https://github.com/ndrewantonio/encoteki-whcl-2025,0,0,1,1,No documentation assessment provided.,0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
